Incident.year,Latitude,Longitude,Victim.injury,Species.clean,Activity.clean,State,Location,Provoked.unprovoked,Decade
2002,-32.73333333,152.1833333,injured,Bull Shark,Surfing/Boarding,NSW,"port stephens, fingal spit",unprovoked,2000
2002,-26.36666667,153.0833333,injured,Whaler Shark,Surfing/Boarding,QLD,"noosa, sunrise beach",unprovoked,2000
2002,-33.86666667,151.2,uninjured,Bull Shark,Boating,NSW,"parramatta river, cabarita, sydney",unprovoked,2000
2002,-30.28333333,153.1333333,uninjured,Bull Shark,Spearfishing,NSW,coffs harbour,provoked,2000
2002,-32.38422037,133.9255802,fatal,White Shark,Diving,SA,smokey bay,provoked,2000
2002,-32.93333333,151.75,injured,Wobbegong,Swimming,NSW,"bar beach, newcastle",unprovoked,2000
2002,-31.96666667,115.75,uninjured,White Shark,Surfing/Boarding,WA,"cove beach, perth, sth of cottesloe beach",unprovoked,2000
2002,-16.66666667,145.9333333,injured,Hammerhead,Snorkelling,QLD,"upolu cay, cairns",provoked,2000
2002,-33.78333333,151.2833333,injured,Wobbegong,Diving,NSW,"manly, shelly beach,  sydney",unprovoked,2000
2002,-28.05,153.4166667,fatal,Bull Shark,Swimming,QLD,miami lake (canals) gold coast,unprovoked,2000
2003,-33.91666667,151.25,injured,Wobbegong,Swimming,NSW,"coogee beach, sydney",unprovoked,2000
2003,-33.86666667,135.1666667,uninjured,White Shark,Surfing/Boarding,SA,sheringa beach,unprovoked,2000
2003,-35.51666667,138.7666667,injured,Wobbegong,Standing in Water,SA,"goolwa beach, adelaide",unprovoked,2000
2003,-28.1,153.1,fatal,Bull Shark,Swimming,QLD,"burleigh lake, goldcoast canal",unprovoked,2000
2003,-29.41666667,153.35,injured,Whaler Shark,Surfing/Boarding,NSW,"yamba, turner's beach",unprovoked,2000
2003,-32.53333333,115.7166667,injured,Wobbegong,Diving,WA,mandurah,provoked,2000
2003,-12.18333333,136.7666667,uninjured,Tiger Shark,Boating,NT,"nhulunbuy, bremmer island",unprovoked,2000
2003,-30.28333333,153.1333333,injured,Wobbegong,Surfing/Boarding,NSW,"coff's harbour, charlesworth beach",unprovoked,2000
2003,-32.43333333,152.5166667,injured,Wobbegong,Surfing/Boarding,NSW,"seal rocks, lighthouse beach",unprovoked,2000
2003,-33.63333333,114.9833333,injured,Wobbegong,Swimming,WA,"margaret river, mainbreak",provoked,2000
2003,-33.96666667,114.9833333,injured,Wobbegong,Swimming,WA,"margaret river, mainbreak",provoked,2000
2003,-33.96666667,114.9833333,injured,Wobbegong,Spearfishing,WA,"margaret river, prevelly",provoked,2000
2003,-38.26666667,144.5333333,uninjured,Whaler Shark,Swimming,VIC,"ocean grove, collendina",unprovoked,2000
2004,-33.98333333,114.9833333,injured,Wobbegong,Swimming,WA,gnarabup beach,unprovoked,2000
2004,-34.56666667,150.8666667,uninjured,Whaler Shark,Diving,NSW,"shellharbour, bass point, wollongong",unprovoked,2000
2004,-30.56666667,152.9833333,injured,Wobbegong,Swimming,NSW,"nambucca heads, scott's head beach",unprovoked,2000
2004,-30.63333333,153.0166667,injured,Wobbegong,Swimming,NSW,nambucca heads,unprovoked,2000
2004,-33.13333333,115.6833333,injured,White Shark,Spearfishing,WA,"binningup beach, bunbury",provoked,2000
2004,-38.36666667,144.75,uninjured,White Shark,Diving,VIC,"bridgewater bay, portland",provoked,2000
2004,-33.1,151.65,injured,Other,Spearfishing,NSW,caves beach,provoked,2000
2004,-31.85,115.75,injured,Wobbegong,Snorkelling,WA,waterman beach,unprovoked,2000
2004,-31.85,115.75,injured,Wobbegong,Snorkelling,WA,waterman beach,unprovoked,2000
2004,-30.25,115.0166667,injured,Bronze Whaler,Spearfishing,WA,"cervantes, nr jurien bay",provoked,2000
2004,-32.2,152.55,injured,Wobbegong,Diving,NSW,"forster, latitude reef",unprovoked,2000
2004,-33.96666667,114.9833333,injured,Wobbegong,Snorkelling,WA,"margaret river, prevelly",unprovoked,2000
2004,-31.91666667,115.75,uninjured,White Shark,Diving,WA,floreat beach,provoked,2000
2004,-33.33333333,115.6333333,injured,White Shark,Surfing/Boarding,WA,bunbury back beach,unprovoked,2000
2004,-31.98333333,115.5333333,injured,Wobbegong,Diving,WA,rottnest island,unprovoked,2000
2004,-33.85,114.9833333,fatal,White Shark,Surfing/Boarding,WA,"margaret river, gracetown",unprovoked,2000
2004,-28.63333333,153.6166667,injured,Grey Nurse,Spearfishing,NSW,"byron bay, tallows beach",provoked,2000
2004,-38.46666667,145.0166667,uninjured,White Shark,Surfing/Boarding,VIC,"flinders, gunnery surf break",unprovoked,2000
2004,-16.4,145.7666667,uninjured,Tiger Shark,Snorkelling,QLD,batt reef,provoked,2000
2004,-32.85,151.8333333,injured,White Shark,Surfing/Boarding,NSW,"stockton beach, newcastle",unprovoked,2000
2004,-32.01666667,152.5333333,injured,Wobbegong,Surfing/Boarding,NSW,"saltwater beach, nr taree",unprovoked,2000
2004,-16.21666667,145.8833333,fatal,Tiger Shark,Spearfishing,QLD,opal reef off cairns,provoked,2000
2004,-34.9,137.0,fatal,White Shark,Surfing/Boarding,SA,"west beach, adelaide",unprovoked,2000
2005,-37.98333333,145.0166667,uninjured,White Shark,Spearfishing,VIC,"port phillip bay, rickett's point",provoked,2000
2005,-27.55,152.8166667,injured,Bull Shark,Swimming,QLD,"brisbane river, karalee",unprovoked,2000
2005,-33.38333333,151.4833333,uninjured,White Shark,Surfing/Boarding,NSW,"crackneck point, bateau bay",unprovoked,2000
2005,-28.71666667,113.7833333,fatal,White Shark,Snorkelling,WA,"houtman abrolhos, off geraldton",unprovoked,2000
2005,-12.11666667,136.8,injured,Whaler Shark,Spearfishing,NT,"nhulunbuy, bremmer island",provoked,2000
2005,-33.9,151.2666667,uninjured,White Shark,Surfing/Boarding,NSW,"bronte beach, sydney",unprovoked,2000
2005,-19.35,147.3666667,injured,Blacktip Reef,Spearfishing,QLD,townsville (50km off shore),provoked,2000
2005,-34.96666667,138.5,fatal,White Shark,Diving,SA,"glenelg, adelaide",unprovoked,2000
2005,-30.88333333,153.0833333,uninjured,Tiger Shark,Surfing/Boarding,NSW,"south west rocks, little bay",unprovoked,2000
2005,-30.3,153.1333333,injured,Wobbegong,Surfing/Boarding,NSW,"coff's harbour, park beach",unprovoked,2000
2005,-31.88333333,115.75,uninjured,White Shark,Surfing/Boarding,WA,"scarborough beach, perth",unprovoked,2000
2005,-35.08333333,137.5333333,injured,White Shark,Surfing/Boarding,SA,"cape de couedic, kangaroo is",unprovoked,2000
2005,-34.83333333,135.6833333,injured,White Shark,Surfing/Boarding,SA,fishery bay nr port lincoln,unprovoked,2000
2005,-38.46666667,145.0166667,injured,White Shark,Surfing/Boarding,VIC,"flinders, western port bay",unprovoked,2000
2005,-27.18333333,153.4,uninjured,Bronze Whaler,Diving,QLD,"moreton island, henderson's shoal ",unprovoked,2000
2005,-16.48333333,145.45,injured,Whitetip Reef,Spearfishing,QLD,port douglas,provoked,2000
2006,-27.4,153.4333333,fatal,Bull Shark,Swimming,QLD,"stradbroke island, north",unprovoked,2000
2006,-31.93333333,115.75,injured,White Shark,Spearfishing,WA,"city beach, perth",provoked,2000
2006,-26.8,153.1333333,injured,Wobbegong,Standing in Water,QLD,"caloundra, golden beach",unprovoked,2000
2006,-33.88333333,151.2666667,uninjured,Whaler Shark,Surfing/Boarding,NSW,"bondi beach (south end), sydney",unprovoked,2000
2006,-32.91666667,151.7833333,injured,Wobbegong,Surfing/Boarding,NSW,"cowrie hole, newcastle",unprovoked,2000
2006,-26.68333333,153.1333333,injured,Wobbegong,Diving,QLD,"caloundra, moffat beach",provoked,2000
2006,-33.9,151.2666667,uninjured,White Shark,Spearfishing,NSW,"coogee, lurline bay, sydney",provoked,2000
2006,-33.91666667,122.5833333,injured,White Shark,Surfing/Boarding,WA,"orleans bay, nr esperance",unprovoked,2000
2006,-20.36666667,116.8666667,uninjured,Grey Reef,Spearfishing,WA,"enderby island, dampier",provoked,2000
2006,-38.36666667,144.2666667,injured,White Shark,Surfing/Boarding,VIC,"bells beach, winkipop reef",unprovoked,2000
2007,-32.38333333,152.5166667,uninjured,White Shark,Surfing/Boarding,NSW,"sandbar beach, smiths lakes",unprovoked,2000
2007,-37.5,149.9666667,injured,White Shark,Diving,NSW,cape howe ,provoked,2000
2007,-28.83333333,153.6,injured,White Shark,Surfing/Boarding,NSW,"ballina, angels beach ",unprovoked,2000
2007,-28.53333333,153.55,injured,White Shark,Surfing/Boarding,NSW,"brunswick head, south golden beach",unprovoked,2000
2007,-24.71666667,152.2666667,injured,Bull Shark,Swimming,QLD,moore park beach,unprovoked,2000
2007,-16.55,139.4,injured,Unknown,Swimming,QLD,mornington island,unprovoked,2000
2007,-23.13333333,113.7666667,injured,Whitetip Reef,Swimming,WA,"warra beach, nr coral bay",provoked,2000
2007,-31.18333333,152.9666667,injured,Bull Shark,Surfing/Boarding,NSW,"crescent heads, shelly beach",unprovoked,2000
2007,-33.78333333,151.2833333,injured,Wobbegong,Diving,NSW,"manly, shelly beach,  sydney",unprovoked,2000
2007,-21.95,114.1166667,uninjured,White Shark,Surfing/Boarding,WA,"exmouth, dunnes surf beach",unprovoked,2000
2007,-12.15,96.81666667,injured,Wobbegong,Swimming,WA,cocos (keeling) islands,provoked,2000
2007,-16.91666667,145.7666667,injured,Whaler Shark,Spearfishing,QLD,"cairns, holmes reef north of cairns",provoked,2000
2007,-28.63333333,153.6166667,injured,White Shark,Surfing/Boarding,NSW,"byron bay, the pass",unprovoked,2000
2007,-28.63333333,153.6,uninjured,White Shark,Surfing/Boarding,NSW,"byron bay, wategos beach",unprovoked,2000
2007,-33.9495,151.2437,injured,Wobbegong,Surfing/Boarding,NSW,"maroubra beach, sydney",unprovoked,2000
2007,-27.93333333,153.4166667,injured,Whaler Shark,Swimming,QLD,"broadwater, gold coast",unprovoked,2000
2007,-32.68333333,152.1833333,injured,White Shark,Surfing/Boarding,NSW,port stephens (inside headland),unprovoked,2000
2008,-41.0,147.1333333,uninjured,White Shark,Boating,TAS,"pipers river mouth, waymouth",unprovoked,2000
2008,-28.18333333,153.5666667,injured,Wobbegong,Diving,NSW,"tweed heads, turtle sanctuary, cook island",unprovoked,2000
2008,-31.98333333,115.5333333,injured,Wobbegong,Swimming,WA,rottnest island,unprovoked,2000
2008,-38.83333333,146.1666667,injured,Wobbegong,Swimming,VIC,"shallow inlet, wilson's promontory",unprovoked,2000
2008,-28.15,153.5333333,injured,Wobbegong,Standing in Water,QLD,"greenmount beach, coolangatta",unprovoked,2000
2008,-28.86666667,153.5666667,fatal,Bull Shark,Surfing/Boarding,NSW,"ballina, lighthouse beach",unprovoked,2000
2008,-33.63333333,115.0,injured,Wobbegong,Swimming,WA,"yallingup, south perth",provoked,2000
2008,-35.01666667,117.9166667,injured,White Shark,Swimming,WA,"albany, middleton beach",unprovoked,2000
2008,-38.38333333,142.4833333,uninjured,White Shark,Surfing/Boarding,VIC,"levys beach, warrnambool",unprovoked,2000
2008,-28.63333333,153.6166667,uninjured,White Shark,Surfing/Boarding,NSW,"byron bay, tallow beach",unprovoked,2000
2008,-28.63333333,153.6166667,uninjured,White Shark,Surfing/Boarding,NSW,"byron bay, clarkes beach",unprovoked,2000
2008,-32.43333333,152.5166667,uninjured,Whaler Shark,Surfing/Boarding,NSW,seal rocks,unprovoked,2000
2008,-32.35,115.7166667,fatal,White Shark,Snorkelling,WA,"port kennedy beach, perth",provoked,2000
2008,-33.73333333,151.3166667,uninjured,White Shark,Boating,NSW,"long reef, sydney",provoked,2000
2009,-34.53333333,150.8666667,injured,Dusky Shark,Spearfishing,NSW,"windang, lake illawarra, wollongong",provoked,2000
2009,-13.91666667,146.6166667,injured,Grey Reef,Diving,QLD,osprey reef,provoked,2000
2009,-28.18333333,153.55,injured,White Shark,Surfing/Boarding,NSW,"dreamtime beach, fingal head",unprovoked,2000
2009,-41.23333333,148.3,injured,White Shark,Surfing/Boarding,TAS,"baileys rock, binalong bay",unprovoked,2000
2009,-35.76,150.2053,injured,Unknown,Swimming,NSW,"surf beach, bateman's bay",unprovoked,2000
2009,-31.45,152.9166667,uninjured,White Shark,Surfing/Boarding,NSW,"port macquarie, shelley beach",unprovoked,2000
2009,-33.85,151.2166667,injured,Bull Shark,Diving,NSW,"woolloomooloo bay, sydney harbour",unprovoked,2000
2009,-29.76666667,153.2833333,uninjured,White Shark,Surfing/Boarding,NSW,"minnie waters, sandon beach",unprovoked,2000
2009,-33.88333333,151.2666667,injured,White Shark,Surfing/Boarding,NSW,"bondi beach, sydney",unprovoked,2000
2009,-32.38333333,152.5166667,uninjured,White Shark,Surfing/Boarding,NSW,"cellito beach, north coast",unprovoked,2000
2009,-33.63333333,151.3166667,injured,White Shark,Surfing/Boarding,NSW,avalon beach,unprovoked,2000
2009,-35.85,150.1666667,uninjured,Whaler Shark,Surfing/Boarding,NSW,"broulee beach north, batemans bay",unprovoked,2000
2009,-33.93333333,151.25,injured,Wobbegong,Diving,NSW,"maroubra beach, sydney",unprovoked,2000
2009,-32.5,115.7,injured,White Shark,Surfing/Boarding,WA,halls head beach,unprovoked,2000
2009,-31.98333333,115.5333333,injured,Wobbegong,Swimming,WA,"rottnest island, natural jetty",provoked,2000
2009,-32.73333333,152.1833333,uninjured,Bull Shark,Surfing/Boarding,NSW,"port stephens, fingal spit",unprovoked,2000
2009,-34.66666667,150.85,injured,Wobbegong,Surfing/Boarding,NSW,"kiama, seven mile beach",unprovoked,2000
2009,-28.63333333,153.6166667,injured,Whaler Shark,Surfing/Boarding,NSW,"byron bay, broken head",unprovoked,2000
2009,-32.0,115.45,uninjured,White Shark,Spearfishing,WA,"rottnest island, horse shoe reef",provoked,2000
2009,-12.15,96.81666667,injured,Whaler Shark,Surfing/Boarding,WA,"cocos (kelling) island, jetty",unprovoked,2000
2009,-38.33333333,141.6,uninjured,White Shark,Boating,VIC,portland,unprovoked,2000
2009,-28.78333333,153.5833333,uninjured,White Shark,Surfing/Boarding,NSW,lennox head,unprovoked,2000
2009,-35.5,138.2333333,injured,White Shark,Spearfishing,SA,"second valley, fleurieu peninsula",provoked,2000
2009,-23.43333333,151.9,injured,Whaler Shark,Spearfishing,QLD,"heron island, lamont reef",provoked,2000
2009,-33.45,151.4333333,injured,Wobbegong,Standing in Water,NSW,avoca beach,provoked,2000
2009,-26.067,113.567,injured,White Shark,Boating,NSW,hawks nest ,unprovoked,2000
2009,-29.1,153.4333333,injured,White Shark,Surfing/Boarding,NSW,evans head,unprovoked,2000
2009,-32.16666667,152.5,uninjured,White Shark,Surfing/Boarding,NSW,tuncurry beach,unprovoked,2000
2010,-24.8,152.45,uninjured,White Shark,Surfing/Boarding,QLD,"bargara, archies beach",unprovoked,2010
2010,-38.28333333,144.4333333,injured,White Shark,Surfing/Boarding,VIC,"13th beach, boings",unprovoked,2010
2010,-10.56666667,142.2166667,injured,Whitetip Reef,Snorkelling,QLD,"thursday island, torre strait",unprovoked,2010
2010,-29.41666667,153.3666667,uninjured,White Shark,Surfing/Boarding,NSW,"yamba, turners beach",unprovoked,2010
2010,-20.35,148.9333333,injured,Bull Shark,Snorkelling,QLD,"dent island, whitsunday islands",unprovoked,2010
2010,-33.66666667,151.3,injured,Wobbegong,Standing in Water,NSW,"mona vale, bongin bongin bay",unprovoked,2010
2010,-31.3,152.9666667,injured,Bull Shark,Surfing/Boarding,NSW,"crescent heads, point plomer",unprovoked,2010
2010,-35.03333333,116.8333333,injured,White Shark,Surfing/Boarding,WA,"conspicuous cliff beach, walpole",unprovoked,2010
2010,-31.18333333,152.9666667,injured,White Shark,Surfing/Boarding,NSW,crescent head,unprovoked,2010
2010,-33.85,114.9666667,fatal,White Shark,Surfing/Boarding,WA,"south point beach, cowaramup bay",unprovoked,2010
2010,-29.4,153.3333333,injured,White Shark,Surfing/Boarding,NSW,"yamba, lluka, frasers reef",unprovoked,2010
2010,-30.83333333,115.2666667,injured,White Shark,Surfing/Boarding,WA,"wedge island, north of perth",unprovoked,2010
2010,-30.06666667,153.2,injured,Wobbegong,Surfing/Boarding,NSW,"mullawarra beach, arrawarra",unprovoked,2010
2010,-32.18333333,115.6833333,injured,White Shark,Snorkelling,WA,"garden island, perth",unprovoked,2010
2011,-34.71666667,135.15,fatal,White Shark,Diving,SA,perforated island nr coffin bay,provoked,2010
2011,-21.95,114.1166667,injured,Whaler Shark,Snorkelling,WA,exmouth,unprovoked,2010
2011,-32.73333333,152.1833333,injured,White Shark,Surfing/Boarding,NSW,"port stephens, jimmys beach",unprovoked,2010
2011,-31.83333333,152.7333333,injured,White Shark,Surfing/Boarding,NSW,crowdy heads,unprovoked,2010
2011,-24.48333333,113.4,injured,Whaler Shark,Fishing,WA,"red bluff, nr carnarvon",provoked,2010
2011,-32.45,152.5333333,injured,Wobbegong,Diving,NSW,big seal rocks,provoked,2010
2011,-18.71666667,146.5666667,fatal,Tiger Shark,Swimming,QLD,"challenger bay, palm island",unprovoked,2010
2011,-33.53333333,115.0333333,fatal,White Shark,Surfing/Boarding,WA,bunker bay,unprovoked,2010
2011,-32.0,115.45,fatal,White Shark,Diving,WA,rottnest island,unprovoked,2010
2011,-37.88333333,144.9833333,uninjured,Other,Diving,VIC,"elwood beach, port phillip bay",provoked,2010
2011,-31.98333333,115.75,fatal,White Shark,Swimming,WA,"cottesloe beach, perth",unprovoked,2010
2011,-26.46666667,153.0833333,injured,Wobbegong,Swimming,QLD,peregain beach,provoked,2010
2011,-28.7,153.6,injured,White Shark,Surfing/Boarding,NSW,"suffolk park, broken head beach",unprovoked,2010
2011,-33.93333333,151.25,injured,Wobbegong,Surfing/Boarding,NSW,"maroubra beach, sydney",provoked,2010
2011,-29.48333333,153.35,injured,White Shark,Surfing/Boarding,NSW,"yamba, angourie beach",unprovoked,2010
2012,-33.45,151.4333333,injured,White Shark,Surfing/Boarding,NSW,north avoca beach,unprovoked,2010
2012,-28.16666667,153.55,uninjured,Tiger Shark,Spearfishing,NSW,"tweed river mouth, duranbah",provoked,2010
2012,-33.0,151.7166667,injured,White Shark,Surfing/Boarding,NSW,"redhead beach, newcastle",unprovoked,2010
2012,-23.13333333,113.7666667,injured,Tiger Shark,Snorkelling,WA,"the lagoon, coral bay",unprovoked,2010
2012,-31.98333333,152.5666667,uninjured,White Shark,Surfing/Boarding,NSW,"wallabi point, old bar",unprovoked,2010
2012,-32.6,152.3166667,injured,Wobbegong,Fishing,NSW,"port stephens, broughton island",provoked,2010
2012,-26.75,153.1333333,uninjured,Whaler Shark,Surfing/Boarding,QLD,wurtulla beach,unprovoked,2010
2012,-28.05,153.4333333,injured,Bull Shark,Surfing/Boarding,QLD,"nobbys beach, gold coast",provoked,2010
2012,-33.55,151.3166667,uninjured,Unknown,Boating,NSW,"lion island, hawkesbury river",unprovoked,2010
2012,-33.46666667,115.5166667,fatal,White Shark,Diving,WA,"stratham beach, bunbury",unprovoked,2010
2012,-35.18333333,136.85,injured,White Shark,Boating,SA,"dolphin bay, yorke peninsula",unprovoked,2010
2012,-32.21666667,152.6,injured,Wobbegong,Diving,NSW,"forster, barge wreck",provoked,2010
2012,-33.0,151.7,uninjured,White Shark,Boating,NSW,"redhead beach, newcastle",unprovoked,2010
2012,-38.61666667,142.9833333,injured,White Shark,Surfing/Boarding,VIC,port campbell,unprovoked,2010
2012,-43.51666667,146.2333333,injured,White Shark,Surfing/Boarding,TAS,south west national park,unprovoked,2010
2012,-31.78333333,115.7166667,uninjured,White Shark,Boating,WA,"pinnaroo point, kallaroo, perth",unprovoked,2010
2012,-32.76666667,134.2,injured,White Shark,Surfing/Boarding,SA,"streaky bay, black beach",unprovoked,2010
2012,-30.83333333,115.2666667,fatal,White Shark,Surfing/Boarding,WA,"wedge island, north of perth",unprovoked,2010
2012,-24.38333333,113.3833333,injured,Tiger Shark,Surfing/Boarding,WA,"red bluff, north of carnarvon",unprovoked,2010
2012,-31.76666667,115.7166667,uninjured,White Shark,Surfing/Boarding,WA,"mullaloo beach, perth",unprovoked,2010
2012,-31.73333333,152.7833333,injured,Bull Shark,Surfing/Boarding,NSW,"kylie's beach, diamond head",unprovoked,2010
2012,-30.86666667,153.0333333,injured,Grey Nurse,Spearfishing,NSW,"south west rocks, fish rock",provoked,2010
2012,-33.75,151.3,uninjured,White Shark,Surfing/Boarding,NSW,"dee why beach, sydney",unprovoked,2010
2013,-20.35,116.8166667,injured,Whaler Shark,Spearfishing,WA,"cape legendre, cape legendre island",provoked,2010
2013,-26.36666667,153.0833333,injured,Tiger Shark,Surfing/Boarding,QLD,noosa heads,unprovoked,2010
2013,-28.8,114.6,injured,Bronze Whaler,Spearfishing,WA,"geraldton, african reef",provoked,2010
2013,-29.46666667,153.35,injured,Wobbegong,Swimming,NSW,"yamba, spooky beach, angourie",provoked,2010
2013,-32.4,115.7333333,uninjured,White Shark,Surfing/Boarding,WA,"secret harbour, perth",unprovoked,2010
2013,-28.63333333,153.6,injured,Wobbegong,Swimming,NSW,"byron bay, wategos beach",provoked,2010
2013,-35.06666667,150.7833333,uninjured,White Shark,Surfing/Boarding,NSW,"target beach, jarvis bay",unprovoked,2010
2013,-38.46666667,145.0166667,injured,White Shark,Swimming,VIC,flinders,unprovoked,2010
2013,-33.71666667,151.3,injured,Wobbegong,Surfing/Boarding,NSW,narrabeen beach (south),provoked,2010
2013,-21.95,114.1166667,injured,Grey Reef,Snorkelling,WA,"exmouth, turquoise bay",unprovoked,2010
2013,-33.95,123.9166667,injured,White Shark,Diving,WA,"poison creek beach, israelite bay",provoked,2010
2013,-30.26666667,153.1333333,fatal,Tiger Shark,Surfing/Boarding,NSW,"coffs harbour, campbell's beach",unprovoked,2010
2013,-33.85,114.9666667,fatal,White Shark,Surfing/Boarding,WA,"gracetown, umbies break",unprovoked,2010
2013,-28.1,153.4666667,injured,Wobbegong,Diving,QLD,gold coast,unprovoked,2010
2013,-31.45,152.9166667,injured,Wobbegong,Surfing/Boarding,NSW,"port macquarie, shelley beach",unprovoked,2010
2014,-35.13333333,137.7,fatal,White Shark,Spearfishing,SA,"goldsmith beach, yorke peninsula",provoked,2010
2014,-32.0,115.55,uninjured,White Shark,Spearfishing,WA,rottnest island,provoked,2010
2014,-38.36666667,144.2666667,uninjured,White Shark,Surfing/Boarding,VIC,"winkipop, bell's beach",unprovoked,2010
2014,-31.46666667,152.9166667,injured,Wobbegong,Swimming,NSW,"port macquarie, lighthouse beach",provoked,2010
2014,-36.71666667,149.9833333,fatal,White Shark,Swimming,NSW,tathra,unprovoked,2010
2014,-23.13333333,113.75,injured,Whaler Shark,Spearfishing,WA,"coral bay, south passage",provoked,2010
2014,-33.63333333,134.8666667,uninjured,White Shark,Surfing/Boarding,SA,elliston bar,unprovoked,2010
2014,-27.98333333,153.4166667,injured,Bull Shark,Swimming,QLD,"chevron island, narang river",unprovoked,2010
2014,-35.63087083,138.4666667,injured,White Shark,Surfing/Boarding,SA,"parsons beach, fleurieu peninsula",unprovoked,2010
2014,-34.83333333,150.75,injured,Wobbegong,Surfing/Boarding,NSW,"seven mile beach, nowra",provoked,2010
2014,-35.5,138.7166667,injured,White Shark,Surfing/Boarding,SA,middleton beach,unprovoked,2010
2014,-35.5,138.7166667,injured,White Shark,Surfing/Boarding,SA,middleton beach,unprovoked,2010
2014,-23.78333333,113.5,injured,Whaler Shark,Spearfishing,WA,gnaraloo station,provoked,2010
2014,-28.63333333,153.6,fatal,White Shark,Snorkelling,NSW,"byron bay, clarkes beach",unprovoked,2010
2014,-31.41666667,152.9166667,injured,Wobbegong,Swimming,NSW," port macquarie, town beach",unprovoked,2010
2014,-33.45,151.4333333,injured,Wobbegong,Surfing/Boarding,NSW,avoca beach,provoked,2010
2014,-31.98333333,152.5666667,injured,Wobbegong,Surfing/Boarding,NSW,"wallabi point, old bar",provoked,2010
2014,-33.83333333,121.9166667,injured,White Shark,Surfing/Boarding,WA,"wylie bay, esperance",unprovoked,2010
2014,-30.2,159.15,injured,Wobbegong,Swimming,NSW,moonee bay,provoked,2010
2014,-35.73333333,150.2,injured,Wobbegong,Snorkelling,NSW,"casey's beach, bateman's bay",provoked,2010
2014,-33.75,151.3,injured,Wobbegong,Swimming,NSW,"dee why beach, sydney",unprovoked,2010
2014,-32.6,115.6166667,injured,Bronze Whaler,Surfing/Boarding,WA,"pyramind's beach, dawesville",unprovoked,2010
2014,-35.1338,150.686,injured,Unknown,Surfing/Boarding,NSW,booderee national park,unprovoked,2010
2014,-34.88003124,118.404958,fatal,White Shark,Spearfishing,WA,"cheynes beach, albany",provoked,2010
2014,-16.2,145.75,fatal,Tiger Shark,Spearfishing,QLD,"rudder reef, port douglas",provoked,2010
2015,-28.63333333,153.6166667,uninjured,White Shark,Surfing/Boarding,NSW,"byron bay, wategos beach",unprovoked,2010
2015,-32.68333333,152.0333333,injured,Wobbegong,Standing in Water,NSW,"port stephens, piggies beach",provoked,2010
2015,-27.63333333,153.45,uninjured,Bull Shark,Boating,QLD,"nerang river, surfers paradise",unprovoked,2010
2015,-28.83333333,153.6,uninjured,White Shark,Surfing/Boarding,NSW,"ballina, flat rock",unprovoked,2010
2015,-35.33333333,150.4666667,injured,Bronze Whaler,Spearfishing,NSW,mollymook,provoked,2010
2015,-28.88333333,153.5666667,injured,White Shark,Surfing/Boarding,NSW,"ballina, seven mile beach",unprovoked,2010
2015,-28.85,153.5833333,fatal,White Shark,Surfing/Boarding,NSW,"ballina, shelly beach",unprovoked,2010
2015,-32.95,151.75,injured,Wobbegong,Swimming,NSW,"merewether beach, newcastle",unprovoked,2010
2015,-31.51666667,159.05,injured,Galapagos Shark,Swimming,NSW,"lord howe island, ned's beach",provoked,2010
2015,-31.51666667,159.05,injured,Galapagos Shark,Swimming,NSW,"lord howe island, ned's beach",provoked,2010
2015,-35.8,150.2166667,injured,Wobbegong,Surfing/Boarding,NSW,"mackenzies beach, bateman's bay",provoked,2010
2015,-34.86666667,135.7666667,injured,White Shark,Surfing/Boarding,SA,fishery bay nr port lincoln,unprovoked,2010
2015,-32.01666667,152.5333333,injured,White Shark,Surfing/Boarding,NSW,"saltwater point, nr taree",unprovoked,2010
2015,-35.01666667,117.3333333,injured,White Shark,Surfing/Boarding,WA,"ocean beach, demark",unprovoked,2010
2015,-31.98333333,115.5333333,injured,Wobbegong,Swimming,WA,"rottnest island, natural jetty",provoked,2010
2015,-28.63333333,153.6,uninjured,White Shark,Surfing/Boarding,NSW,"byron bay, belongi beach",unprovoked,2010
2015,-35.65,150.2833333,injured,Tiger Shark,Spearfishing,NSW,"mill point, south durras",provoked,2010
2015,-28.1,153.465,uninjured,White Shark,Surfing/Boarding,QLD,burleigh heads,unprovoked,2010
2015,-42.63333333,147.9833333,fatal,White Shark,Diving,TAS,maria island,provoked,2010
2015,-42.63333333,147.9833333,uninjured,White Shark,Diving,TAS,maria island,provoked,2010
2015,-29.1,153.4333333,injured,White Shark,Surfing/Boarding,NSW,"evans head, main beach",unprovoked,2010
2015,-28.78333333,153.5833333,uninjured,White Shark,Surfing/Boarding,NSW,lennox head,unprovoked,2010
2015,-29.43333333,153.3666667,injured,White Shark,Surfing/Boarding,NSW,"yamba, flat rock, pippi beach",unprovoked,2010
2015,-38.25,141.7833333,injured,White Shark,Surfing/Boarding,VIC,tyrendarra beach,unprovoked,2010
2015,-28.86666667,153.5833333,injured,White Shark,Surfing/Boarding,NSW,"ballina, lighthouse beach",unprovoked,2010
2015,-31.46666667,152.9166667,injured,White Shark,Surfing/Boarding,NSW,"port macquarie, lighthouse beach",unprovoked,2010
2015,-18.83333333,147.6333333,uninjured,Tiger Shark,Surfing/Boarding,QLD,"davies reef, off townsville",unprovoked,2010
2015,-33.05,152.5333333,injured,Unknown,Surfing/Boarding,NSW,"north shelly beach, gosford",provoked,2010
